Date of Incident,City,Select State,Hazard Description,Inspection Number,Federal or State Plan,Citation Issued Related to Fatality
3/28/2022,Tyler,TX,Rolando Ramirez-Martinez (32) died in fall through roof.,1586561,Federal,Yes
3/26/2022,Boston,MA,Peter Monsini (51) died in fall from building under construction.,1587586,Federal,Yes
3/25/2022,Aurora,OR,Michael Tu (35) died in vehicle collision.,1587527,State,No
3/25/2022,Rincon,GA,Phillip Simon (43) fatally crushed between stone slabs and truck.,1586138,Federal,Yes
3/25/2022,Staten Island,NY,Alexander Gabatashvili (65) died in fall from roof.,1585985,Federal,Yes
3/25/2022,Williamsburg,IA,Robert Chittick (63) fatally engulfed in corn bin.,1585983,State,Yes
3/24/2022,Clarksburg,WV,Wayne Burchard (74) fatally struck by excavator.,1585725,Federal,Yes
3/24/2022,Miami,FL,Victor Augusto Valdez Sandoval (32) drowned in pool.,1586398,Federal,Yes
3/23/2022,Houston,TX,Julio Guerrero (36) died in fall from roof.,1585814,Federal,No
3/23/2022,Los Angeles,CA,Alejandro Zuniga (33) worker ftally struck by flat car.,1585176,State,No
3/23/2022,Spring,TX,Erick Linos (29) died in fall from ladder.,1585139,Federal,No
3/22/2022,Boerne,TX,Jeremy McGee (46) fatally struck by vehicle.,1584961,Federal,Yes
3/22/2022,Boynton Beach,FL,Eduardo Cruz Moran (26) and Jeremias Mendez (32) fatally struck by falling wall form.,1585074,Federal,No
3/21/2022,Alsip,IL,Ralph Villalovos Jr. (74) fatally injured in fall from moving vehicle.,1585970,Federal,Yes
3/21/2022,Brooklyn,NY,Alejandro Piedra-Cabrera (38) died in fall from suspended scaffold.,1584732,Federal,Yes
3/21/2022,Whiteville,NC,Timothy Hardee (40) fatally burned in flash fire.,1586047,State,Yes
3/20/2022,Coral Gables,FL,Wilfredo Aguilar (34) electrocuted when pole saw contacted power line.,1585964,Federal,Yes
3/20/2022,Detroit,MI,Diante Davis (30) fatally shot by unknown assailant.,1587839,State,Yes
3/20/2022,Vicksburg,MS,Lawrence Gibson (47) fatally crushed between track and barge.,1584510,Federal,Yes
3/19/2022,Osseo,MN,Wesley Vondelinde (35) died in fall through floor hole.,1587296,State,Yes
3/19/2022,Richburg,SC,Terry Adams (55) fatally struck by falling piece of metal.,1584599,State,Yes
3/18/2022,Bakersfield,CA,Hayden Loyd (25) died from drug overdose.,1584385,State,No
3/18/2022,Des Plaines,IL,Stanley Cisek (59) died after becoming caught between shear table and sheet feeder.,1584466,Federal,Yes
3/18/2022,Pine Bluff,AR,Charles Alan Watt (44) fatally struck by hydraulic machine.,1584720,Federal,Yes
3/18/2022,Upper Marlboro,MD,Bernard Louis Evans (40) fatally crushed under dump body.,1584754,State,No
3/17/2022,Church Point,LA,Todd Wheeler (39) fatally injured by meat grinder.,1584871,Federal,Yes
3/17/2022,Ecru,MS,Derrick Waldron (32) died in fall from deck.,1583970,Federal,No
3/17/2022,Newburgh,NY,Oleg Lungu (36) fatally struck by crane boom.,1584443,Federal,Yes
3/17/2022,Wilton,CT,Joseph Maguire (55) died in fall from ladder.,1583867,Federal,No
3/16/2022,Ashland,AL,James Griffin (33) electrocuted while installing light.,1583914,Federal,Yes
3/16/2022,Clovis,CA,Priciliano Lopez (52) died in fall from tree.,1583957,State,No
3/16/2022,Columbus,GA,Bradley Kastl (36) fatally struck by truck.,1584230,Federal,Yes
3/16/2022,South Bay,FL,Roberto Serrano (54) fatally struck by road grader.,1583824,Federal,Yes
3/15/2022,Atlanta,GA,Carlos Ariel Bonilla Romero (31) fatally struck by falling staircase.,1584843,Federal,Yes
3/15/2022,Gretna,LA,Crisanto Campos (17) electrocuted when forklift contacte power line.,1585101,Federal,Yes
3/14/2022,Breinigsville,PA,Russell Molter (61) fatally struck by forklift.,1583314,Federal,Yes
3/14/2022,Chicago,IL,Andrzej Gorczyca (60) died in fall from ladder.,1583525,Federal,No
3/14/2022,San Jose,CA,Luis Fernando Robas Reyes (31) died in fall while installing wood truss.,1583365,State,No
3/14/2022,Tyonek,AK,William Melton (66) fatally crushed under snow machine.,1583399,State,No
3/11/2022,Pompano Beach,FL,Cesar A. Aguilera (31) died in fall from deck.,1583194,Federal,Yes
3/10/2022,Glen Allen,VA,Juan Carlos Moreno Romero (34) and Oscar Armando Rosales Velasquez (18) electrocuted when scaffold contacted power line.,1583121,State,Yes
3/10/2022,Pinson,AL,Eliazar Rivera Coronado (42) fatally struck by concrete truck boom pipe.,1582672,Federal,No
3/10/2022,Seaside,OR,Joseph Arient (46) died in vehicle collision.,1583010,State,No
3/10/2022,Trabuco Canyon,CA,"Luis, Gerardo (34) fatally crushed by conveyor.",1582928,State,No
3/10/2022,Wichita,KS,Manuel Esparza (55) fatally struck by pipe.,1582954,Federal,Yes
3/8/2022,Lagrangeville,NY,Robin Alvarez (59) died in vehicle collision.,1582847,State,No
3/8/2022,Wilson,WY,Ricardo Gomez (43) died in fall from roof.,1585614,State,Yes
3/7/2022,Curtis Bay,MD,Ernest Cooper (51) died in tank fire.,1582077,State,Yes
3/7/2022,Lemont,IL,Anthony Verhulst (48) died from exposure to sodium hypochlorite.,1582106,Federal,Yes
3/7/2022,Paynesville,MN,Jeff Dahl (56) died in fall from elevated platform.,1582698,State,Yes
3/5/2022,Stillwater,MN,Terry Westemeier (55) ashpyxiated when coat was sucked into vacuum.,1582170,State,Yes
3/4/2022,Allendale,MI,William Finkler (56) fatally struck by falling trusses.,1582127,State,No
3/4/2022,Edison,NJ,Myles Schenck-Jones (24) fatally crushed between loading dock and tractor trailer.,1581829,Federal,Yes
3/3/2022,Clute,TX,Charles Walker (59) fatally struck by water truck.,1583105,Federal,No
3/3/2022,Tompkinsville,KY,Josh Parke (36) fatally struck by falling tree.,1581969,State,Yes
3/3/2022,Waverly,NY,Jack Seeley Jr. (59) died in fall from top of truck.,1581705,Federal,No
3/2/2022,Batavia,OH,Eric Williams (48) fatally crushed under splicing roller.,1581145,Federal,Yes
2/27/2022,Indianapolis,IN,Timothy Harness (54) dued in trench collapse.,1580837,State,No
2/27/2022,Rutherford,NJ,Robert Thornton (31) fatally struck by motor vehicle.,1580232,Federal,Yes
2/25/2022,Chandler,AZ,Alyssa Hanson (30) fatally injured by tow strap.,1580340,Federal,Yes
2/25/2022,Chino,CA,Cristian Gonzalez (28) fatally crushed by forklift.,1583309,State,No
2/25/2022,Dubois,PA,Anthony Camise (48) fatally struck by exploding tire.,1580488,Federal,Yes
2/25/2022,Jacksonville,FL,Timothy Middlebrooks (18) fatally struck by fally paper bales.,1580429,Federal,No
2/25/2022,Nashville,TN,Emily Cathey (42) fatally crushed under loader arm.,1580400,State,Yes
2/25/2022,Southport,NC,William Walker (45) fatally struck by sledgehammer.,1583701,State,No
2/24/2022,Falkner,MS,Jesse Wiggins (60) died in fall from ladder after receiving electric shock.,1583123,Federal,No
2/23/2022,Barryville,NY,Aaron Terpstra (22) fatally struck by falling truck load.,1580421,Federal,Yes
2/23/2022,Brevard,NC,David Cleveland (54) fatally injured in fall on concrete.,1610355,State,No
2/21/2022,Jacksonville,NC,Felipe Limnez Avalos (56) died in fall from scaffold.,1579556,State,Yes
2/21/2022,Liberty Hill,TX,Connor Wilson (22) committed suicide at work.,1580730,Federal,No
2/21/2022,Parkland,FL,Jeffrey Seraphin (24) drowned when truck overturned in canal.,1579497,Federal,Yes
2/19/2022,Lithonia,GA,Henry Ashley (24) fatally shot by unknown assailant.,1579861,Federal,No
2/19/2022,Mont Belvieu,TX,Mauro Timoteo Padilla (63) died in fall from roof.,1579703,Federal,Yes
2/18/2022,Grizzly Flats,CA,Aden Garcia Rosales (30) fatally struck by skid steer.,1579995,State,No
2/18/2022,Nanuet,NY,Estive Bustos (22) fatally struck by vehicle.,1580819,Federal,Yes
2/18/2022,Terre Haute,IN,Jeffrey Stewart (63) fatally crushed by overhead door.,1579352,State,Yes
2/17/2022,Olive Branch,MS,Philip Venecil (47) fatally crushed by granite slabs.,1579082,Federal,No
2/17/2022,Philadelphia,PA,Zhong Lin Xiao (59) fatally shot by unknown assailants.,1579473,Federal,No
2/17/2022,Romeoville,IL,Paramjit Deol (66) died in fall from elevated conveyor line.,1579146,Federal,No
2/16/2022,Fishers,IN,Josue M Perez Rojax (21) died in fall from scaffold.,1579805,State,Yes
2/16/2022,Independence,KY,Ricky Markley (56) fatally crushed by truck.,1579309,State,Yes
2/15/2022,Amarillo,TX,Ricky Hall (56) fatally crushed between forklift and guard.,1579379,Federal,Yes
2/14/2022,Elkhart,IN,Haley Smith (22) and Dustin Carr (37) fatally shot by former employee.,1578387,State,Yes
2/12/2022,Wichita Falls,TX,Floyd Kirt (51) fatally shot by robber.,1578906,Federal,Yes
2/11/2022,Hempstead,TX,Jacob Kessler (21) died in fall from truck.,1579667,Federal,Yes
2/9/2022,Fairfield,OH,Edward Berkemeyer (65) died in fall from ladder.,1577668,Federal,No
2/8/2022,Memphis,TN,Misty Haines (41) died in ground level fall.,1579387,State,No
2/3/2022,Wise,VA,Carl Snodgrass (84) fatally injured in fall on steps.,1577468,State,Yes
2/2/2022,Lady Lake,FL,John Terranova (27) died in trench collapse.,1576219,Federal,No
2/2/2022,Seabrook,TX,David Wilson (43) fatally crushed under motor vehicle.,1576184,Federal,Yes
2/1/2022,Cannon Falls,MN,John Reinhardt (27) fatally crushed between conveyor and tank.,1575991,State,Yes
2/1/2022,Weyers Cave,VA,Shawn Dick (32) fatally struck by tractor trailer.,1576313,State,Yes
1/31/2022,Herndon,VA,Gabiano Machado (52) fatally crushed by concrete pipe.,1575509,State,Yes
1/31/2022,Kent,OH,Jacob Williams (26) died in explosion.,1575554,Federal,Yes
1/30/2022,Lincolnton,NC,Luis Lizardi (73) fatally crushed under golf cart.,1575979,State,No
1/29/2022,Austin,TX,Absalon Cuartas (57) died from drug overdose.,1575341,Federal,No
1/28/2022,Channelview,TX,Jose Cortes (27) fatally struck by steel pipe.,1575286,Federal,Yes
1/28/2022,Ripley,OH,Carolyn Brooks (83) asphyxiated after becoming entangled in drill bit.,1576181,Federal,Yes
1/27/2022,Benson,NC,Trampas Wayne Penny (44) fatally shot by unintentional gun discharge.,1626636,State,Yes
1/27/2022,Forest Lake,MN,Thomas Steen (67) died in fall from stairs.,1575715,State,No
1/26/2022,Chickasha,OK,Chad Airington (43) fatally struck by excavator bucket.,1575317,Federal,Yes
1/26/2022,Heyburn,ID,Royce Jensen (62) died in fall from catwalk.,1575080,Federal,Yes
1/26/2022,Houston,TX,Mario Baez Yanez (21) died in fall from roof.,1574660,Federal,Yes
1/26/2022,Mandeville,LA,Samuel Martin (22) died in fall from roof.,1576116,Federal,Yes
1/26/2022,San Diego,CA,Edi Medina (38) died in fall while washing windows.,1574719,State,No
1/25/2022,Burley,ID,Valentine Martinez (58) died in fall from roof.,1575047,Federal,Yes
1/25/2022,Cutler,CA,Ruben Carrisalez (69) fatally crushed between tractor and scraper.,1574502,State,No
1/25/2022,West Baden Springs,IN,Rosa Ayres (61) fatally struck by laundry truck.,1574577,State,Yes
1/24/2022,Buckman,MN,Nathan Rothstein (37) fatally struck by truck.,1574911,State,Yes
1/24/2022,Durham,NC,Luis Enrique Roman (29) died in fall from stairs.,1574883,State,No
1/20/2022,Nashville,TN,Kevin Gibson (41) died in fall from order picker.,1575504,State,Yes
1/19/2022,Pensacola,FL,Joshua Singleton (30) fatally struck by moving object.,1573294,Federal,No
1/18/2022,Moreno Valley,CA,James Fiddler (56) fatally injured in fall from truck bed.,1571835,Federal,No
1/18/2022,San Pedro,CA,Edgar Ruiz (37) fatally struck by falling jib.,1573155,State,No
1/17/2022,Baraga,MI,Ray Bellaire (61) fatally crushed between wheel loader and boom.,1572972,State,Yes
1/17/2022,Indio,CA,Christian Capelouto (22) drowned when golf cart entered canal.,1574540,State,Yes
1/16/2022,Decker,MI,Cristian Bautista (38) fatally struck by loader.,1572969,State,No
1/15/2022,Long Beach,CA,Chuliah Ang (64) fatally crushed by RTG crane,1572962,State,No
1/15/2022,Oak Creek,WI,Craig Ward (49) died in fall from scaffold.,1572823,Federal,Yes
1/14/2022,Grand Island,NE,Esteban Mantilla (48) fatally struck by lid of cattle chute.,1572987,Federal,Yes
1/13/2022,Greensboro,NC,James Graham (53) electrocuted while repairing light fixtures.,1572795,State,Yes
1/13/2022,Mableton,GA,Kyle Eugene Parrott (33) died in fall from roof.,1572751,Federal,Yes
1/12/2022,Jasper,GA,Jeffery Lee Mullins (60) died in fall from ladder.,1595616,Federal,No
1/11/2022,Austin,TX,Cesar Hernandez (41) fatally struck by motor vehicle.,1574265,Federal,Yes
1/11/2022,Jackson,MS,Mathew Miller (33) died in trench collapse.,1572424,Federal,No
1/10/2022,Detroit Lakes,MN,Ann Marie Jacobson (79) died in ground level fall.,1572814,State,Yes
1/10/2022,Holladay,UT,William Boyer (40) died in fall from rafters.,1575105,State,No
1/9/2022,New York,NY,Kristal Bayron-Nieves (19) fatally shot by robber.,1572374,Federal,Yes
1/9/2022,Ozona,TX,Oscar Vallejo (33) died in fall from scaffold.,1571611,Federal,Yes
1/8/2022,Port Saint Lucie,FL,Eber Erico Mauricio Feliciano (19) died in fall from truss.,1579922,Federal,Yes
1/7/2022,Fred,TX,Richard Coleman (37) fatally struck by pipe.,1571636,Federal,No
1/7/2022,Great Falls,SC,Gregory Shawn Tyson (55) died in fall from lift.,1571968,State,Yes
1/7/2022,Holyoke,MA,Lorna McMurrey (27) asphyxiated on dust.,1572011,Federal,Yes
1/7/2022,Kingsport,TN,Zachary Sallee (31) fatally crushed between two trucks.,1576344,State,Yes
1/7/2022,Park City,UT,Jose Lopez (50) died in fall.,1571596,State,No
1/7/2022,Warrensburg,MO,Michael Redwine (45) fatally crushed between molding machine and cabinet.,1571645,Federal,Yes
1/6/2022,Cedar Rapids,IA,Randy Rubner (59) fatally dragged between tractor and trailer.,1574158,State,Yes
1/5/2022,Crane,TX,Miguel Dominguez (38) died in fall from platform.,1571202,Federal,Yes
1/4/2022,Hancock,MA,Kimberlee Francoeur (30) fatally struck by snow grooming machine.,1570976,Federal,No
1/4/2022,Paris,TX,Ashton Smallwood (19) fatally crushed by motor vehicle.,1571294,Federal,No
12/31/2021,Tracy,CA,Charles McCoy (59) died in fall from roof.,1571421,State,No
12/30/2021,Ashland,OR,Wes Hamner (58) died in fall from machinery.,1574915,State,No
12/30/2021,Rockville,VA,Donald McClatchie (67) fatally struck by skid steer.,1573119,State,No
12/29/2021,Grain Valley,MO,Jeremiah Joseph Brown (47) died in trench collapse.,1570533,Federal,Yes
12/29/2021,Hutto,TX,Jorge Santos (58) died in fall from roof.,1591539,Federal,Yes
12/27/2021,Acworth,GA,Hunter Clay (20) fatally crushed between lift and steel girder.,1570525,Federal,No
12/27/2021,Canton,OH,Douglas Gauze (65) died after becoming caught in bar straightener.,1570248,Federal,Yes
12/27/2021,Dover,PA,Sean Blackmon (54) fatally struck by falling utility pole.,1570170,Federal,Yes
12/23/2021,Mapleton,IL,Scott Adams (50) died in fall through floor.,1570134,Federal,Yes
12/21/2021,Longmont,CO,Gerald Wilson (62) fatally crushed under pallet of window wells.,1570844,Federal,No
12/21/2021,Smithfield,KY,Larry Lawson (68) fatally ejected from truck.,1570025,State,Yes
12/20/2021,Clearwater,FL,Mitchel Klock (23) fatally crushed in stairwell collapse.,1569662,Federal,Yes
12/18/2021,Pago Pago,AS,Ierome Vili (55) and Alatina Faleasi (22) fatally struck by car.,1569780,Federal,No
12/18/2021,Ross,ND,Jesse Holmquist (33) died in tanker explosion.,1569506,Federal,No
12/16/2021,Chicago,IL,Mashawn Plummer (30) died from carbon monoxide exposure.,1569882,State,Yes
12/16/2021,Fort Worth,TX,Daniel Licerio (30) fatally crushed in waste compactor.,1569974,Federal,Yes
12/16/2021,Sterling,VA,Serdar Yozgat (27) fatally crushed under granite slabs.,1569341,State,Yes
12/16/2021,Whitman,MA,Eric Fleming (62) died in fall from aerial lift.,1567843,Federal,Yes
12/16/2021,Wilson,NC,Akeem Evans (48) fatally struck by loader.,1569415,State,Yes
12/15/2021,Philadelphia,PA,Siarhei Marhunou (37) died in fall.,1569018,Federal,Yes
12/14/2021,Albion,IN,Jerry Jones (53) fatally crushed between tractor and tow truck.,1568796,State,Yes
12/13/2021,Fort Lee,NJ,Jose Maria Perez Zumba (63) died in fall from scaffold.,1568911,Federal,Yes
12/13/2021,Henderson,NV,Runner Manzano (20) died in fall from roof.,1568341,State,No
12/13/2021,Kilauea,HI,Brian Hendrickson (32) fatally struck by object.,1534928,State,No
12/13/2021,Olathe,KS,Armando Mendoza-Mera (51) died in forklift collision.,1568942,Federal,No
12/11/2021,Elkhart,TX,Charles Michael Ellis (59) fatally crushed between two rail cars.,1568358,Federal,No
12/11/2021,Kissimmee,FL,Jason Glover (43) worker fatally struck by excavator.,1569071,Federal,Yes
12/11/2021,Newark,NJ,Jose Villa Mendez (31) fatally crushed in trench collapse.,1540354,State,No
12/11/2021,Pasadena,CA,Juan Jose Parra Espinoza (58) died in fall from roof.,1569343,State,No
12/10/2021,Austin,TX,Hector Borges (40) fatally struck by falling pipe.,1540514,State,Yes
12/10/2021,Brooklyn,NY,Diego Rodriguez Celi (34) died in fall.,1568036,Federal,Yes
12/10/2021,Las Vegas,NV,Francisco Villalba (35) died after becoming caught between scissor lift and ceiling truss.,1568032,State,Yes
12/10/2021,Mayfield,KY,"Jeff Creason (57), Ivan Ramirez Lopez (51), Janine Williams (50), Devin Burton (21), Lannis Joe Ward (36), and Kayla Smith (30) died in building collapse.",1569419,State,No
12/10/2021,New Orleans,LA,Halston Hayes (29) fatally shot by two unknown individuals.,1568904,Federal,No
12/9/2021,Geneva,IL,Raymondo Escobar (61) fatally crushed in lathe.,1567978,Federal,Yes
12/9/2021,Mobile,AL,Earl W. Harvey (54) fatally struck by metal ejected from press machine.,1566981,Federal,No
12/9/2021,San Bernardino,CA,Rudolpho Martinez (40) electrocuted when rebar contacted power line.,1542169,State,No
12/8/2021,Chester Springs,PA,Hasann Ricks (47) fatally struck by truck.,1570800,Federal,No
12/8/2021,Gibsonia,PA,Mario Alberto Alvarez Zetina (25) fatally struck by falling tree.,1567556,Federal,Yes
12/8/2021,Hatillo,PR,Edgar Burgos Pagan (36) fatally struck by motor vehicle.,1567530,State,Yes
12/8/2021,Hilo,HI,Miguel Penaloza (36) fatally shot by shoplifter.,1542269,State,No
12/6/2021,Johnstown,PA,Troy Lohuis (47) fatally stuck by vehicle.,1544487,State,No
12/6/2021,Joliet,IL,Juan Ortego Orozco (47) suffered fatal heart attack during therapy for workplace injury.,1591722,Federal,Yes
12/6/2021,Roswell,NM,Mittie Runyan (58) fatally truck by truck.,1567323,State,No
12/6/2021,The Colony,TX,Jorge Rico Segovia (30) fatally struck by dump truck backing up.,1567859,Federal,Yes
12/5/2021,Woodfin,NC,Christian Palma (27) died in fall from ladder.,1544491,State,No
12/4/2021,Cuba,NM,Alaric Sandoval (26) died from carbon monoxide exposure.,1582148,State,Yes
12/4/2021,Dassel,MN,Carlos Gonzalez (61) fatally struck by skid-steer.,1545275,State,No
12/4/2021,Dunn,NC,Derrick Carrero (22) fatally crushed between rack support and forklift.,1567476,State,Yes
12/4/2021,Trenton,NC,Edwin Jovel-Ponce (49) electrocuted by contact with wires.,1571065,State,Yes
12/3/2021,South Bay,FL,Jose G. Alfaro (47) drowned when motor vehicle veered into canal.,1576331,Federal,No
12/3/2021,Wallsend,KY,Kyle Garrett (23) fatally shot by coworker.,1576954,State,Yes
12/2/2021,Bremen,GA,Gregory Stocks (29) fatally crushed under forklift.,1567219,Federal,No
12/2/2021,Collegeville,PA,Medardo Milian-Milian (31) died in fall from roof.,1568249,Federal,Yes
